FIPS,STATE,ST_ABBR,COUNTY
29063,MISSOURI,MO,DeKalb
29065,MISSOURI,MO,Dent
29067,MISSOURI,MO,Douglas
29069,MISSOURI,MO,Dunklin
29071,MISSOURI,MO,Franklin
29073,MISSOURI,MO,Gasconade
29075,MISSOURI,MO,Gentry
29077,MISSOURI,MO,Greene
29079,MISSOURI,MO,Grundy
29081,MISSOURI,MO,Harrison
29083,MISSOURI,MO,Henry
29085,MISSOURI,MO,Hickory
29087,MISSOURI,MO,Holt
29089,MISSOURI,MO,Howard
29091,MISSOURI,MO,Howell
29093,MISSOURI,MO,Iron
29095,MISSOURI,MO,Jackson
29097,MISSOURI,MO,Jasper
29099,MISSOURI,MO,Jefferson
29101,MISSOURI,MO,Johnson
29103,MISSOURI,MO,Knox
29105,MISSOURI,MO,Laclede
29107,MISSOURI,MO,Lafayette
29109,MISSOURI,MO,Lawrence
29111,MISSOURI,MO,Lewis
29113,MISSOURI,MO,Lincoln
29115,MISSOURI,MO,Linn
29117,MISSOURI,MO,Livingston
29119,MISSOURI,MO,McDonald
29121,MISSOURI,MO,Macon
29123,MISSOURI,MO,Madison
29125,MISSOURI,MO,Maries
29127,MISSOURI,MO,Marion
29129,MISSOURI,MO,Mercer
29131,MISSOURI,MO,Miller
29133,MISSOURI,MO,Mississippi
29135,MISSOURI,MO,Moniteau
29137,MISSOURI,MO,Monroe
29139,MISSOURI,MO,Montgomery
29141,MISSOURI,MO,Morgan
29143,MISSOURI,MO,New Madrid
29145,MISSOURI,MO,Newton
29147,MISSOURI,MO,Nodaway
29149,MISSOURI,MO,Oregon
29151,MISSOURI,MO,Osage
29153,MISSOURI,MO,Ozark
29155,MISSOURI,MO,Pemiscot
29157,MISSOURI,MO,Perry
29159,MISSOURI,MO,Pettis
29161,MISSOURI,MO,Phelps
29163,MISSOURI,MO,Pike
29165,MISSOURI,MO,Platte
29167,MISSOURI,MO,Polk
29169,MISSOURI,MO,Pulaski
29171,MISSOURI,MO,Putnam
29173,MISSOURI,MO,Ralls
29175,MISSOURI,MO,Randolph
29177,MISSOURI,MO,Ray
29179,MISSOURI,MO,Reynolds
29181,MISSOURI,MO,Ripley
29183,MISSOURI,MO,St. Charles
29185,MISSOURI,MO,St. Clair
29186,MISSOURI,MO,Ste. Genevieve
29187,MISSOURI,MO,St. Francois
29189,MISSOURI,MO,St. Louis
29195,MISSOURI,MO,Saline
29197,MISSOURI,MO,Schuyler
29199,MISSOURI,MO,Scotland
29201,MISSOURI,MO,Scott
29203,MISSOURI,MO,Shannon
29205,MISSOURI,MO,Shelby
29207,MISSOURI,MO,Stoddard
29209,MISSOURI,MO,Stone
29211,MISSOURI,MO,Sullivan
29213,MISSOURI,MO,Taney
29215,MISSOURI,MO,Texas
29217,MISSOURI,MO,Vernon
29219,MISSOURI,MO,Warren
29221,MISSOURI,MO,Washington
29223,MISSOURI,MO,Wayne
29225,MISSOURI,MO,Webster
29227,MISSOURI,MO,Worth
29229,MISSOURI,MO,Wright
29510,MISSOURI,MO,St. Louis City
30001,MONTANA,MT,Beaverhead
30003,MONTANA,MT,Big Horn
30005,MONTANA,MT,Blaine
30007,MONTANA,MT,Broadwater
30009,MONTANA,MT,Carbon
30011,MONTANA,MT,Carter
30013,MONTANA,MT,Cascade
30015,MONTANA,MT,Chouteau
30017,MONTANA,MT,Custer
30019,MONTANA,MT,Daniels
30021,MONTANA,MT,Dawson
30023,MONTANA,MT,Deer Lodge
30025,MONTANA,MT,Fallon
30027,MONTANA,MT,Fergus
30029,MONTANA,MT,Flathead
30031,MONTANA,MT,Gallatin
30033,MONTANA,MT,Garfield
30035,MONTANA,MT,Glacier
30037,MONTANA,MT,Golden Valley
30039,MONTANA,MT,Granite
30041,MONTANA,MT,Hill
30043,MONTANA,MT,Jefferson
30045,MONTANA,MT,Judith Basin
30047,MONTANA,MT,Lake
30049,MONTANA,MT,Lewis and Clark
30051,MONTANA,MT,Liberty
30053,MONTANA,MT,Lincoln
30055,MONTANA,MT,McCone
30057,MONTANA,MT,Madison
30059,MONTANA,MT,Meagher
30061,MONTANA,MT,Mineral
30063,MONTANA,MT,Missoula
30065,MONTANA,MT,Musselshell
30067,MONTANA,MT,Park
30069,MONTANA,MT,Petroleum
30071,MONTANA,MT,Phillips
30073,MONTANA,MT,Pondera
30075,MONTANA,MT,Powder River
30077,MONTANA,MT,Powell
30079,MONTANA,MT,Prairie
30081,MONTANA,MT,Ravalli
30083,MONTANA,MT,Richland
30085,MONTANA,MT,Roosevelt
30087,MONTANA,MT,Rosebud
30089,MONTANA,MT,Sanders
30091,MONTANA,MT,Sheridan
30093,MONTANA,MT,Silver Bow
30095,MONTANA,MT,Stillwater
30097,MONTANA,MT,Sweet Grass
30099,MONTANA,MT,Teton
30101,MONTANA,MT,Toole
30103,MONTANA,MT,Treasure
30105,MONTANA,MT,Valley
30107,MONTANA,MT,Wheatland
30109,MONTANA,MT,Wibaux
30111,MONTANA,MT,Yellowstone
31001,NEBRASKA,NE,Adams
31003,NEBRASKA,NE,Antelope
31005,NEBRASKA,NE,Arthur
31007,NEBRASKA,NE,Banner
31009,NEBRASKA,NE,Blaine
31011,NEBRASKA,NE,Boone
31013,NEBRASKA,NE,Box Butte
31015,NEBRASKA,NE,Boyd
31017,NEBRASKA,NE,Brown
31019,NEBRASKA,NE,Buffalo
31021,NEBRASKA,NE,Burt
31023,NEBRASKA,NE,Butler
31025,NEBRASKA,NE,Cass
31027,NEBRASKA,NE,Cedar
31029,NEBRASKA,NE,Chase
31031,NEBRASKA,NE,Cherry
31033,NEBRASKA,NE,Cheyenne
31035,NEBRASKA,NE,Clay
31037,NEBRASKA,NE,Colfax
31039,NEBRASKA,NE,Cuming
31041,NEBRASKA,NE,Custer
31043,NEBRASKA,NE,Dakota
31045,NEBRASKA,NE,Dawes
31047,NEBRASKA,NE,Dawson
31049,NEBRASKA,NE,Deuel
31051,NEBRASKA,NE,Dixon
31053,NEBRASKA,NE,Dodge
31055,NEBRASKA,NE,Douglas
31057,NEBRASKA,NE,Dundy
31059,NEBRASKA,NE,Fillmore
31061,NEBRASKA,NE,Franklin
31063,NEBRASKA,NE,Frontier
31065,NEBRASKA,NE,Furnas
31067,NEBRASKA,NE,Gage
31069,NEBRASKA,NE,Garden
31071,NEBRASKA,NE,Garfield
31073,NEBRASKA,NE,Gosper
31075,NEBRASKA,NE,Grant
31077,NEBRASKA,NE,Greeley
31079,NEBRASKA,NE,Hall
31081,NEBRASKA,NE,Hamilton
31083,NEBRASKA,NE,Harlan
31085,NEBRASKA,NE,Hayes
31087,NEBRASKA,NE,Hitchcock
31089,NEBRASKA,NE,Holt
31091,NEBRASKA,NE,Hooker
31093,NEBRASKA,NE,Howard
31095,NEBRASKA,NE,Jefferson
31097,NEBRASKA,NE,Johnson
31099,NEBRASKA,NE,Kearney
31101,NEBRASKA,NE,Keith
31103,NEBRASKA,NE,Keya Paha
31105,NEBRASKA,NE,Kimball
31107,NEBRASKA,NE,Knox
31109,NEBRASKA,NE,Lancaster
31111,NEBRASKA,NE,Lincoln
31113,NEBRASKA,NE,Logan
31115,NEBRASKA,NE,Loup
31117,NEBRASKA,NE,McPherson
31119,NEBRASKA,NE,Madison
31121,NEBRASKA,NE,Merrick
31123,NEBRASKA,NE,Morrill
31125,NEBRASKA,NE,Nance
31127,NEBRASKA,NE,Nemaha
31129,NEBRASKA,NE,Nuckolls
31131,NEBRASKA,NE,Otoe
31133,NEBRASKA,NE,Pawnee
31135,NEBRASKA,NE,Perkins
31137,NEBRASKA,NE,Phelps
31139,NEBRASKA,NE,Pierce
31141,NEBRASKA,NE,Platte
31143,NEBRASKA,NE,Polk
31145,NEBRASKA,NE,Red Willow
31147,NEBRASKA,NE,Richardson
31149,NEBRASKA,NE,Rock
31151,NEBRASKA,NE,Saline
31153,NEBRASKA,NE,Sarpy
31155,NEBRASKA,NE,Saunders
31157,NEBRASKA,NE,Scotts Bluff
31159,NEBRASKA,NE,Seward
31161,NEBRASKA,NE,Sheridan
31163,NEBRASKA,NE,Sherman
31165,NEBRASKA,NE,Sioux
31167,NEBRASKA,NE,Stanton
31169,NEBRASKA,NE,Thayer
31171,NEBRASKA,NE,Thomas
31173,NEBRASKA,NE,Thurston
31175,NEBRASKA,NE,Valley
31177,NEBRASKA,NE,Washington
31179,NEBRASKA,NE,Wayne
31181,NEBRASKA,NE,Webster
31183,NEBRASKA,NE,Wheeler
31185,NEBRASKA,NE,York
32001,NEVADA,NV,Churchill
32003,NEVADA,NV,Clark
32005,NEVADA,NV,Douglas
32007,NEVADA,NV,Elko
32009,NEVADA,NV,Esmeralda
32011,NEVADA,NV,Eureka
32013,NEVADA,NV,Humboldt
32015,NEVADA,NV,Lander
32017,NEVADA,NV,Lincoln
32019,NEVADA,NV,Lyon
32021,NEVADA,NV,Mineral
32023,NEVADA,NV,Nye
32027,NEVADA,NV,Pershing
32029,NEVADA,NV,Storey
32031,NEVADA,NV,Washoe
32033,NEVADA,NV,White Pine
32510,NEVADA,NV,Carson City
33001,NEW HAMPSHIRE,NH,Belknap
33003,NEW HAMPSHIRE,NH,Carroll
33005,NEW HAMPSHIRE,NH,Cheshire
33007,NEW HAMPSHIRE,NH,Coos
33009,NEW HAMPSHIRE,NH,Grafton
33011,NEW HAMPSHIRE,NH,Hillsborough
33013,NEW HAMPSHIRE,NH,Merrimack
33015,NEW HAMPSHIRE,NH,Rockingham
33017,NEW HAMPSHIRE,NH,Strafford
33019,NEW HAMPSHIRE,NH,Sullivan
34001,NEW JERSEY,NJ,Atlantic
34003,NEW JERSEY,NJ,Bergen
34005,NEW JERSEY,NJ,Burlington
34007,NEW JERSEY,NJ,Camden
34009,NEW JERSEY,NJ,Cape May
34011,NEW JERSEY,NJ,Cumberland
34013,NEW JERSEY,NJ,Essex
34015,NEW JERSEY,NJ,Gloucester
34017,NEW JERSEY,NJ,Hudson
34019,NEW JERSEY,NJ,Hunterdon
34021,NEW JERSEY,NJ,Mercer
34023,NEW JERSEY,NJ,Middlesex
34025,NEW JERSEY,NJ,Monmouth
34027,NEW JERSEY,NJ,Morris
34029,NEW JERSEY,NJ,Ocean
34031,NEW JERSEY,NJ,Passaic
34033,NEW JERSEY,NJ,Salem
34035,NEW JERSEY,NJ,Somerset
34037,NEW JERSEY,NJ,Sussex
34039,NEW JERSEY,NJ,Union
34041,NEW JERSEY,NJ,Warren
35001,NEW MEXICO,NM,Bernalillo
35003,NEW MEXICO,NM,Catron
35005,NEW MEXICO,NM,Chaves
35006,NEW MEXICO,NM,Cibola
35007,NEW MEXICO,NM,Colfax
35009,NEW MEXICO,NM,Curry
35011,NEW MEXICO,NM,De Baca
35013,NEW MEXICO,NM,Doña Ana
35015,NEW MEXICO,NM,Eddy
35017,NEW MEXICO,NM,Grant
35019,NEW MEXICO,NM,Guadalupe
35021,NEW MEXICO,NM,Harding
35023,NEW MEXICO,NM,Hidalgo
35025,NEW MEXICO,NM,Lea
35027,NEW MEXICO,NM,Lincoln
35028,NEW MEXICO,NM,Los Alamos
35029,NEW MEXICO,NM,Luna
35031,NEW MEXICO,NM,McKinley
35033,NEW MEXICO,NM,Mora
35035,NEW MEXICO,NM,Otero
35037,NEW MEXICO,NM,Quay
35039,NEW MEXICO,NM,Rio Arriba
35041,NEW MEXICO,NM,Roosevelt
35043,NEW MEXICO,NM,Sandoval
35045,NEW MEXICO,NM,San Juan
35047,NEW MEXICO,NM,San Miguel
35049,NEW MEXICO,NM,Santa Fe
35051,NEW MEXICO,NM,Sierra
35053,NEW MEXICO,NM,Socorro
35055,NEW MEXICO,NM,Taos
35057,NEW MEXICO,NM,Torrance
35059,NEW MEXICO,NM,Union
35061,NEW MEXICO,NM,Valencia
36001,NEW YORK,NY,Albany
36003,NEW YORK,NY,Allegany
36005,NEW YORK,NY,Bronx
36007,NEW YORK,NY,Broome
36009,NEW YORK,NY,Cattaraugus
36011,NEW YORK,NY,Cayuga
36013,NEW YORK,NY,Chautauqua
36015,NEW YORK,NY,Chemung
36017,NEW YORK,NY,Chenango
36019,NEW YORK,NY,Clinton
36021,NEW YORK,NY,Columbia
36023,NEW YORK,NY,Cortland
36025,NEW YORK,NY,Delaware
36027,NEW YORK,NY,Dutchess
36029,NEW YORK,NY,Erie
36031,NEW YORK,NY,Essex
36033,NEW YORK,NY,Franklin
36035,NEW YORK,NY,Fulton
36037,NEW YORK,NY,Genesee
36039,NEW YORK,NY,Greene
36041,NEW YORK,NY,Hamilton
36043,NEW YORK,NY,Herkimer
36045,NEW YORK,NY,Jefferson
36047,NEW YORK,NY,Kings
36049,NEW YORK,NY,Lewis
36051,NEW YORK,NY,Livingston
36053,NEW YORK,NY,Madison
36055,NEW YORK,NY,Monroe
36057,NEW YORK,NY,Montgomery
36059,NEW YORK,NY,Nassau
36061,NEW YORK,NY,New York
36063,NEW YORK,NY,Niagara
36065,NEW YORK,NY,Oneida
36067,NEW YORK,NY,Onondaga
36069,NEW YORK,NY,Ontario
36071,NEW YORK,NY,Orange
36073,NEW YORK,NY,Orleans
36075,NEW YORK,NY,Oswego
36077,NEW YORK,NY,Otsego
36079,NEW YORK,NY,Putnam
36081,NEW YORK,NY,Queens
36083,NEW YORK,NY,Rensselaer
36085,NEW YORK,NY,Richmond
36087,NEW YORK,NY,Rockland
36089,NEW YORK,NY,St. Lawrence
36091,NEW YORK,NY,Saratoga
36093,NEW YORK,NY,Schenectady
36095,NEW YORK,NY,Schoharie
36097,NEW YORK,NY,Schuyler
36099,NEW YORK,NY,Seneca
36101,NEW YORK,NY,Steuben
36103,NEW YORK,NY,Suffolk
36105,NEW YORK,NY,Sullivan
36107,NEW YORK,NY,Tioga
36109,NEW YORK,NY,Tompkins
36111,NEW YORK,NY,Ulster
36113,NEW YORK,NY,Warren
36115,NEW YORK,NY,Washington
36117,NEW YORK,NY,Wayne
36119,NEW YORK,NY,Westchester
36121,NEW YORK,NY,Wyoming
36123,NEW YORK,NY,Yates
37001,NORTH CAROLINA,NC,Alamance
37003,NORTH CAROLINA,NC,Alexander
37005,NORTH CAROLINA,NC,Alleghany
37007,NORTH CAROLINA,NC,Anson
37009,NORTH CAROLINA,NC,Ashe
37011,NORTH CAROLINA,NC,Avery
37013,NORTH CAROLINA,NC,Beaufort
37015,NORTH CAROLINA,NC,Bertie
37017,NORTH CAROLINA,NC,Bladen
37019,NORTH CAROLINA,NC,Brunswick
37021,NORTH CAROLINA,NC,Buncombe
37023,NORTH CAROLINA,NC,Burke
37025,NORTH CAROLINA,NC,Cabarrus
37027,NORTH CAROLINA,NC,Caldwell
37029,NORTH CAROLINA,NC,Camden
37031,NORTH CAROLINA,NC,Carteret
37033,NORTH CAROLINA,NC,Caswell
37035,NORTH CAROLINA,NC,Catawba
37037,NORTH CAROLINA,NC,Chatham
37039,NORTH CAROLINA,NC,Cherokee
37041,NORTH CAROLINA,NC,Chowan
37043,NORTH CAROLINA,NC,Clay
37045,NORTH CAROLINA,NC,Cleveland
37047,NORTH CAROLINA,NC,Columbus
37049,NORTH CAROLINA,NC,Craven
37051,NORTH CAROLINA,NC,Cumberland
37053,NORTH CAROLINA,NC,Currituck
37055,NORTH CAROLINA,NC,Dare
37057,NORTH CAROLINA,NC,Davidson
37059,NORTH CAROLINA,NC,Davie
37061,NORTH CAROLINA,NC,Duplin
37063,NORTH CAROLINA,NC,Durham
37065,NORTH CAROLINA,NC,Edgecombe
37067,NORTH CAROLINA,NC,Forsyth
37069,NORTH CAROLINA,NC,Franklin
37071,NORTH CAROLINA,NC,Gaston
37073,NORTH CAROLINA,NC,Gates
37075,NORTH CAROLINA,NC,Graham
37077,NORTH CAROLINA,NC,Granville
37079,NORTH CAROLINA,NC,Greene
37081,NORTH CAROLINA,NC,Guilford
37083,NORTH CAROLINA,NC,Halifax
37085,NORTH CAROLINA,NC,Harnett
37087,NORTH CAROLINA,NC,Haywood
37089,NORTH CAROLINA,NC,Henderson
37091,NORTH CAROLINA,NC,Hertford
37093,NORTH CAROLINA,NC,Hoke
37095,NORTH CAROLINA,NC,Hyde
37097,NORTH CAROLINA,NC,Iredell
37099,NORTH CAROLINA,NC,Jackson
37101,NORTH CAROLINA,NC,Johnston
37103,NORTH CAROLINA,NC,Jones
37105,NORTH CAROLINA,NC,Lee
37107,NORTH CAROLINA,NC,Lenoir
37109,NORTH CAROLINA,NC,Lincoln
37111,NORTH CAROLINA,NC,McDowell
37113,NORTH CAROLINA,NC,Macon
37115,NORTH CAROLINA,NC,Madison
37117,NORTH CAROLINA,NC,Martin
37119,NORTH CAROLINA,NC,Mecklenburg
37121,NORTH CAROLINA,NC,Mitchell
37123,NORTH CAROLINA,NC,Montgomery
37125,NORTH CAROLINA,NC,Moore
37127,NORTH CAROLINA,NC,Nash
37129,NORTH CAROLINA,NC,New Hanover
37131,NORTH CAROLINA,NC,Northampton
37133,NORTH CAROLINA,NC,Onslow
37135,NORTH CAROLINA,NC,Orange
37137,NORTH CAROLINA,NC,Pamlico
37139,NORTH CAROLINA,NC,Pasquotank
37141,NORTH CAROLINA,NC,Pender
37143,NORTH CAROLINA,NC,Perquimans
37145,NORTH CAROLINA,NC,Person
37147,NORTH CAROLINA,NC,Pitt
37149,NORTH CAROLINA,NC,Polk
37151,NORTH CAROLINA,NC,Randolph
37153,NORTH CAROLINA,NC,Richmond
37155,NORTH CAROLINA,NC,Robeson
37157,NORTH CAROLINA,NC,Rockingham
37159,NORTH CAROLINA,NC,Rowan
37161,NORTH CAROLINA,NC,Rutherford
37163,NORTH CAROLINA,NC,Sampson
37165,NORTH CAROLINA,NC,Scotland
37167,NORTH CAROLINA,NC,Stanly
37169,NORTH CAROLINA,NC,Stokes
37171,NORTH CAROLINA,NC,Surry
37173,NORTH CAROLINA,NC,Swain
37175,NORTH CAROLINA,NC,Transylvania
37177,NORTH CAROLINA,NC,Tyrrell
37179,NORTH CAROLINA,NC,Union
37181,NORTH CAROLINA,NC,Vance
37183,NORTH CAROLINA,NC,Wake
37185,NORTH CAROLINA,NC,Warren
37187,NORTH CAROLINA,NC,Washington
37189,NORTH CAROLINA,NC,Watauga
37191,NORTH CAROLINA,NC,Wayne
37193,NORTH CAROLINA,NC,Wilkes
37195,NORTH CAROLINA,NC,Wilson
37197,NORTH CAROLINA,NC,Yadkin
37199,NORTH CAROLINA,NC,Yancey
38001,NORTH DAKOTA,ND,Adams
38003,NORTH DAKOTA,ND,Barnes
38005,NORTH DAKOTA,ND,Benson
38007,NORTH DAKOTA,ND,Billings
38009,NORTH DAKOTA,ND,Bottineau
38011,NORTH DAKOTA,ND,Bowman
38013,NORTH DAKOTA,ND,Burke
38015,NORTH DAKOTA,ND,Burleigh
38017,NORTH DAKOTA,ND,Cass
38019,NORTH DAKOTA,ND,Cavalier
38021,NORTH DAKOTA,ND,Dickey
38023,NORTH DAKOTA,ND,Divide
38025,NORTH DAKOTA,ND,Dunn
38027,NORTH DAKOTA,ND,Eddy
38029,NORTH DAKOTA,ND,Emmons
38031,NORTH DAKOTA,ND,Foster
38033,NORTH DAKOTA,ND,Golden Valley
38035,NORTH DAKOTA,ND,Grand Forks
38037,NORTH DAKOTA,ND,Grant
38039,NORTH DAKOTA,ND,Griggs
38041,NORTH DAKOTA,ND,Hettinger
38043,NORTH DAKOTA,ND,Kidder
38045,NORTH DAKOTA,ND,LaMoure
38047,NORTH DAKOTA,ND,Logan
38049,NORTH DAKOTA,ND,McHenry
38051,NORTH DAKOTA,ND,McIntosh
38053,NORTH DAKOTA,ND,McKenzie
38055,NORTH DAKOTA,ND,McLean
38057,NORTH DAKOTA,ND,Mercer
38059,NORTH DAKOTA,ND,Morton
38061,NORTH DAKOTA,ND,Mountrail
38063,NORTH DAKOTA,ND,Nelson
38065,NORTH DAKOTA,ND,Oliver
38067,NORTH DAKOTA,ND,Pembina
38069,NORTH DAKOTA,ND,Pierce
38071,NORTH DAKOTA,ND,Ramsey
38073,NORTH DAKOTA,ND,Ransom
38075,NORTH DAKOTA,ND,Renville
38077,NORTH DAKOTA,ND,Richland
38079,NORTH DAKOTA,ND,Rolette
38081,NORTH DAKOTA,ND,Sargent
38083,NORTH DAKOTA,ND,Sheridan
38085,NORTH DAKOTA,ND,Sioux
38087,NORTH DAKOTA,ND,Slope
38089,NORTH DAKOTA,ND,Stark
38091,NORTH DAKOTA,ND,Steele
38093,NORTH DAKOTA,ND,Stutsman
38095,NORTH DAKOTA,ND,Towner
38097,NORTH DAKOTA,ND,Traill
38099,NORTH DAKOTA,ND,Walsh
38101,NORTH DAKOTA,ND,Ward
38103,NORTH DAKOTA,ND,Wells
38105,NORTH DAKOTA,ND,Williams
39001,OHIO,OH,Adams
39003,OHIO,OH,Allen
39005,OHIO,OH,Ashland
39007,OHIO,OH,Ashtabula
39009,OHIO,OH,Athens
39011,OHIO,OH,Auglaize
39013,OHIO,OH,Belmont
39015,OHIO,OH,Brown
39017,OHIO,OH,Butler
39019,OHIO,OH,Carroll
39021,OHIO,OH,Champaign
39023,OHIO,OH,Clark
39025,OHIO,OH,Clermont
39027,OHIO,OH,Clinton
39029,OHIO,OH,Columbiana
39031,OHIO,OH,Coshocton
39033,OHIO,OH,Crawford
39035,OHIO,OH,Cuyahoga
39037,OHIO,OH,Darke
39039,OHIO,OH,Defiance
39041,OHIO,OH,Delaware
39043,OHIO,OH,Erie
39045,OHIO,OH,Fairfield
39047,OHIO,OH,Fayette
39049,OHIO,OH,Franklin
39051,OHIO,OH,Fulton
39053,OHIO,OH,Gallia
39055,OHIO,OH,Geauga
39057,OHIO,OH,Greene
39059,OHIO,OH,Guernsey
39061,OHIO,OH,Hamilton
39063,OHIO,OH,Hancock
39065,OHIO,OH,Hardin
39067,OHIO,OH,Harrison
39069,OHIO,OH,Henry
39071,OHIO,OH,Highland
39073,OHIO,OH,Hocking
39075,OHIO,OH,Holmes
39077,OHIO,OH,Huron
39079,OHIO,OH,Jackson
39081,OHIO,OH,Jefferson
39083,OHIO,OH,Knox
39085,OHIO,OH,Lake
39087,OHIO,OH,Lawrence
39089,OHIO,OH,Licking
39091,OHIO,OH,Logan
39093,OHIO,OH,Lorain
39095,OHIO,OH,Lucas
39097,OHIO,OH,Madison
39099,OHIO,OH,Mahoning
39101,OHIO,OH,Marion
39103,OHIO,OH,Medina
39105,OHIO,OH,Meigs
39107,OHIO,OH,Mercer
39109,OHIO,OH,Miami
39111,OHIO,OH,Monroe
39113,OHIO,OH,Montgomery
39115,OHIO,OH,Morgan
39117,OHIO,OH,Morrow
39119,OHIO,OH,Muskingum
39121,OHIO,OH,Noble
39123,OHIO,OH,Ottawa
39125,OHIO,OH,Paulding
39127,OHIO,OH,Perry
39129,OHIO,OH,Pickaway
39131,OHIO,OH,Pike
39133,OHIO,OH,Portage
39135,OHIO,OH,Preble
39137,OHIO,OH,Putnam
39139,OHIO,OH,Richland
39141,OHIO,OH,Ross
39143,OHIO,OH,Sandusky
39145,OHIO,OH,Scioto
39147,OHIO,OH,Seneca
39149,OHIO,OH,Shelby
39151,OHIO,OH,Stark
39153,OHIO,OH,Summit
39155,OHIO,OH,Trumbull
39157,OHIO,OH,Tuscarawas
39159,OHIO,OH,Union
39161,OHIO,OH,Van Wert
39163,OHIO,OH,Vinton
39165,OHIO,OH,Warren
39167,OHIO,OH,Washington
39169,OHIO,OH,Wayne
39171,OHIO,OH,Williams
39173,OHIO,OH,Wood
39175,OHIO,OH,Wyandot
40001,OKLAHOMA,OK,Adair
40003,OKLAHOMA,OK,Alfalfa
40005,OKLAHOMA,OK,Atoka
40007,OKLAHOMA,OK,Beaver
40009,OKLAHOMA,OK,Beckham
40011,OKLAHOMA,OK,Blaine
40013,OKLAHOMA,OK,Bryan
40015,OKLAHOMA,OK,Caddo
40017,OKLAHOMA,OK,Canadian
40019,OKLAHOMA,OK,Carter
40021,OKLAHOMA,OK,Cherokee
40023,OKLAHOMA,OK,Choctaw
40025,OKLAHOMA,OK,Cimarron
40027,OKLAHOMA,OK,Cleveland
40029,OKLAHOMA,OK,Coal
40031,OKLAHOMA,OK,Comanche
40033,OKLAHOMA,OK,Cotton
40035,OKLAHOMA,OK,Craig
40037,OKLAHOMA,OK,Creek
40039,OKLAHOMA,OK,Custer
40041,OKLAHOMA,OK,Delaware
40043,OKLAHOMA,OK,Dewey
40045,OKLAHOMA,OK,Ellis
40047,OKLAHOMA,OK,Garfield
40049,OKLAHOMA,OK,Garvin
40051,OKLAHOMA,OK,Grady
40053,OKLAHOMA,OK,Grant
40055,OKLAHOMA,OK,Greer
40057,OKLAHOMA,OK,Harmon
40059,OKLAHOMA,OK,Harper
40061,OKLAHOMA,OK,Haskell
40063,OKLAHOMA,OK,Hughes
40065,OKLAHOMA,OK,Jackson
40067,OKLAHOMA,OK,Jefferson
40069,OKLAHOMA,OK,Johnston
40071,OKLAHOMA,OK,Kay
40073,OKLAHOMA,OK,Kingfisher
40075,OKLAHOMA,OK,Kiowa
40077,OKLAHOMA,OK,Latimer
40079,OKLAHOMA,OK,Le Flore
40081,OKLAHOMA,OK,Lincoln
40083,OKLAHOMA,OK,Logan
40085,OKLAHOMA,OK,Love
40087,OKLAHOMA,OK,McClain
40089,OKLAHOMA,OK,McCurtain
40091,OKLAHOMA,OK,McIntosh
40093,OKLAHOMA,OK,Major
40095,OKLAHOMA,OK,Marshall
40097,OKLAHOMA,OK,Mayes
40099,OKLAHOMA,OK,Murray
40101,OKLAHOMA,OK,Muskogee
40103,OKLAHOMA,OK,Noble
40105,OKLAHOMA,OK,Nowata
40107,OKLAHOMA,OK,Okfuskee
40109,OKLAHOMA,OK,Oklahoma
40111,OKLAHOMA,OK,Okmulgee
40113,OKLAHOMA,OK,Osage
40115,OKLAHOMA,OK,Ottawa
40117,OKLAHOMA,OK,Pawnee
40119,OKLAHOMA,OK,Payne
40121,OKLAHOMA,OK,Pittsburg
40123,OKLAHOMA,OK,Pontotoc
40125,OKLAHOMA,OK,Pottawatomie
40127,OKLAHOMA,OK,Pushmataha
40129,OKLAHOMA,OK,Roger Mills
40131,OKLAHOMA,OK,Rogers
40133,OKLAHOMA,OK,Seminole
40135,OKLAHOMA,OK,Sequoyah
40137,OKLAHOMA,OK,Stephens
40139,OKLAHOMA,OK,Texas
40141,OKLAHOMA,OK,Tillman
40143,OKLAHOMA,OK,Tulsa
40145,OKLAHOMA,OK,Wagoner
40147,OKLAHOMA,OK,Washington
40149,OKLAHOMA,OK,Washita
40151,OKLAHOMA,OK,Woods
40153,OKLAHOMA,OK,Woodward
41001,OREGON,OR,Baker
41003,OREGON,OR,Benton
41005,OREGON,OR,Clackamas
41007,OREGON,OR,Clatsop
41009,OREGON,OR,Columbia
41011,OREGON,OR,Coos
41013,OREGON,OR,Crook
41015,OREGON,OR,Curry
41017,OREGON,OR,Deschutes
41019,OREGON,OR,Douglas
41021,OREGON,OR,Gilliam
41023,OREGON,OR,Grant
41025,OREGON,OR,Harney
41027,OREGON,OR,Hood River
41029,OREGON,OR,Jackson
41031,OREGON,OR,Jefferson
41033,OREGON,OR,Josephine
41035,OREGON,OR,Klamath
41037,OREGON,OR,Lake
41039,OREGON,OR,Lane
41041,OREGON,OR,Lincoln
41043,OREGON,OR,Linn
41045,OREGON,OR,Malheur
41047,OREGON,OR,Marion
41049,OREGON,OR,Morrow
41051,OREGON,OR,Multnomah
41053,OREGON,OR,Polk
41055,OREGON,OR,Sherman
41057,OREGON,OR,Tillamook
41059,OREGON,OR,Umatilla
41061,OREGON,OR,Union
41063,OREGON,OR,Wallowa
41065,OREGON,OR,Wasco
41067,OREGON,OR,Washington
41069,OREGON,OR,Wheeler
41071,OREGON,OR,Yamhill
42001,PENNSYLVANIA,PA,Adams
42003,PENNSYLVANIA,PA,Allegheny
42005,PENNSYLVANIA,PA,Armstrong
